sheet,cell,row,column,type,value,number_format,style_id
BL,A38,38,1,TEXT,296104,General,842
BL,B38,38,2,FORMULA,"=+LEFT(A38,1)",General,842
BL,C38,38,3,FORMULA,"=+LEFT(A38,2)",General,842
BL,D38,38,4,FORMULA,"=+LEFT(A38,3)",General,842
BL,E38,38,5,FORMULA,"=+LEFT(A38,4)",General,842
BL,F38,38,6,FORMULA,"=RIGHT(A38,3)",General,842
BL,G38,38,7,TEXT,296104 - PERTE DE VALEUR S/TITRES SOMIA,General,842
BL,H38,38,8,NUMBER,8720000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U38,38,21,FORMULA,=SUM(H38:T38),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A39,39,1,TEXT,321300,General,842
BL,B39,39,2,FORMULA,"=+LEFT(A39,1)",General,842
BL,C39,39,3,FORMULA,"=+LEFT(A39,2)",General,842
BL,D39,39,4,FORMULA,"=+LEFT(A39,3)",General,842
BL,E39,39,5,FORMULA,"=+LEFT(A39,4)",General,842
BL,F39,39,6,FORMULA,"=RIGHT(A39,3)",General,842
BL,G39,39,7,TEXT,321300 - MAG. CARBURANT & LUBRIFIANT,General,842
BL,H39,39,8,NUMBER,-1279175.97,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T39,39,20,NUMBER,-436227.01,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U39,39,21,FORMULA,=SUM(H39:T39),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A40,40,1,TEXT,322100,General,842
BL,B40,40,2,FORMULA,"=+LEFT(A40,1)",General,842
BL,C40,40,3,FORMULA,"=+LEFT(A40,2)",General,842
BL,D40,40,4,FORMULA,"=+LEFT(A40,3)",General,842
BL,E40,40,5,FORMULA,"=+LEFT(A40,4)",General,842
BL,F40,40,6,FORMULA,"=RIGHT(A40,3)",General,842
BL,G40,40,7,TEXT,322100 - MAG. PIECES DE RECHANGE,General,842
BL,H40,40,8,NUMBER,-109204938.4,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T40,40,20,NUMBER,8880484.080000013,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U40,40,21,FORMULA,=SUM(H40:T40),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A41,41,1,TEXT,322888,General,842
BL,B41,41,2,FORMULA,"=+LEFT(A41,1)",General,842
BL,C41,41,3,FORMULA,"=+LEFT(A41,2)",General,842
BL,D41,41,4,FORMULA,"=+LEFT(A41,3)",General,842
BL,E41,41,5,FORMULA,"=+LEFT(A41,4)",General,842
BL,F41,41,6,FORMULA,"=RIGHT(A41,3)",General,842
BL,G41,41,7,TEXT,322888 - FOURNITURES DE BUREAU,General,842
BL,H41,41,8,NUMBER,-2239004.75,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T41,41,20,NUMBER,-5500723.39,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U41,41,21,FORMULA,=SUM(H41:T41),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A42,42,1,TEXT,322999,General,842
BL,B42,42,2,FORMULA,"=+LEFT(A42,1)",General,842
BL,C42,42,3,FORMULA,"=+LEFT(A42,2)",General,842
BL,D42,42,4,FORMULA,"=+LEFT(A42,3)",General,842
BL,E42,42,5,FORMULA,"=+LEFT(A42,4)",General,842
BL,F42,42,6,FORMULA,"=RIGHT(A42,3)",General,842
BL,G42,42,7,TEXT,322999 - AUTRES STOCKS,General,842
BL,H42,42,8,NUMBER,-13355750,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T42,42,20,NUMBER,-8637430,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U42,42,21,FORMULA,=SUM(H42:T42),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A43,43,1,TEXT,326000,General,842
BL,B43,43,2,FORMULA,"=+LEFT(A43,1)",General,842
BL,C43,43,3,FORMULA,"=+LEFT(A43,2)",General,842
BL,D43,43,4,FORMULA,"=+LEFT(A43,3)",General,842
BL,E43,43,5,FORMULA,"=+LEFT(A43,4)",General,842
BL,F43,43,6,FORMULA,"=RIGHT(A43,3)",General,842
BL,G43,43,7,TEXT,326000 - EMBALLAGES,General,842
BL,H43,43,8,NUMBER,-8631600,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T43,43,20,NUMBER,-41692060,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U43,43,21,FORMULA,=SUM(H43:T43),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A44,44,1,TEXT,355100,General,842
BL,B44,44,2,FORMULA,"=+LEFT(A44,1)",General,842
BL,C44,44,3,FORMULA,"=+LEFT(A44,2)",General,842
BL,D44,44,4,FORMULA,"=+LEFT(A44,3)",General,842
BL,E44,44,5,FORMULA,"=+LEFT(A44,4)",General,842
BL,F44,44,6,FORMULA,"=RIGHT(A44,3)",General,842
BL,G44,44,7,TEXT,355100 - PRODUITS FINIS,General,842
BL,H44,44,8,NUMBER,-24719200,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T44,44,20,NUMBER,-177092430.02,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U44,44,21,FORMULA,=SUM(H44:T44),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A45,45,1,TEXT,401100,General,842
BL,B45,45,2,FORMULA,"=+LEFT(A45,1)",General,842
BL,C45,45,3,FORMULA,"=+LEFT(A45,2)",General,842
BL,D45,45,4,FORMULA,"=+LEFT(A45,3)",General,842
BL,E45,45,5,FORMULA,"=+LEFT(A45,4)",General,842
BL,F45,45,6,FORMULA,"=RIGHT(A45,3)",General,842
BL,G45,45,7,TEXT,401100 - FOURNISSEURS MALAGASY,General,842
BL,H45,45,8,NUMBER,311291100.5900001,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,I45,45,9,NUMBER,-153879085.11999997,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,J45,45,10,NUMBER,-12247098.399999999,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,K45,45,11,NUMBER,-47489321.50999999,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L45,45,12,NUMBER,-8726200.399999985,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M45,45,13,NUMBER,259824670.67,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N45,45,14,NUMBER,54186927.12000005,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O45,45,15,NUMBER,75167069.78999998,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P45,45,16,NUMBER,306448784.44,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q45,45,17,NUMBER,75741540.06000002,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R45,45,18,NUMBER,-233138242.81,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S45,45,19,NUMBER,388502.1400000006,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T45,45,20,NUMBER,10123515.999999989,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U45,45,21,FORMULA,=SUM(H45:T45),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A46,46,1,TEXT,401200,General,842
BL,B46,46,2,FORMULA,"=+LEFT(A46,1)",General,842
BL,C46,46,3,FORMULA,"=+LEFT(A46,2)",General,842
BL,D46,46,4,FORMULA,"=+LEFT(A46,3)",General,842
BL,E46,46,5,FORMULA,"=+LEFT(A46,4)",General,842
BL,F46,46,6,FORMULA,"=RIGHT(A46,3)",General,842
BL,G46,46,7,TEXT,401200 - FOURNISSEURS ETRANGERS,General,842
BL,I46,46,9,NUMBER,5788001.48,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U46,46,21,FORMULA,=SUM(H46:T46),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A47,47,1,TEXT,403100,General,842
BL,B47,47,2,FORMULA,"=+LEFT(A47,1)",General,842
BL,C47,47,3,FORMULA,"=+LEFT(A47,2)",General,842
BL,D47,47,4,FORMULA,"=+LEFT(A47,3)",General,842
BL,E47,47,5,FORMULA,"=+LEFT(A47,4)",General,842
BL,F47,47,6,FORMULA,"=RIGHT(A47,3)",General,842
BL,G47,47,7,TEXT,403100 - FRN.MALAGASY:EFFETS A PAYER,General,842
BL,H47,47,8,NUMBER,22742400,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,I47,47,9,NUMBER,-12635400,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,J47,47,10,NUMBER,18277355.08,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,K47,47,11,NUMBER,-14310995.08,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L47,47,12,NUMBER,1804080,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M47,47,13,NUMBER,-379440,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N47,47,14,NUMBER,264600,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O47,47,15,NUMBER,19512000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P47,47,16,NUMBER,49595475,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q47,47,17,NUMBER,-15401495.2,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R47,47,18,NUMBER,12457898.800000003,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S47,47,19,NUMBER,-7300371.6,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T47,47,20,NUMBER,-39827588.95,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U47,47,21,FORMULA,=SUM(H47:T47),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A48,48,1,TEXT,404100,General,842
BL,B48,48,2,FORMULA,"=+LEFT(A48,1)",General,842
BL,C48,48,3,FORMULA,"=+LEFT(A48,2)",General,842
BL,D48,48,4,FORMULA,"=+LEFT(A48,3)",General,842
BL,E48,48,5,FORMULA,"=+LEFT(A48,4)",General,842
BL,F48,48,6,FORMULA,"=RIGHT(A48,3)",General,842
BL,G48,48,7,TEXT,404100 - FRN. IMMO MALAGASY,General,842
BL,O48,48,15,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T48,48,20,NUMBER,17421108,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U48,48,21,FORMULA,=SUM(H48:T48),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A49,49,1,TEXT,408100,General,842
BL,B49,49,2,FORMULA,"=+LEFT(A49,1)",General,842
BL,C49,49,3,FORMULA,"=+LEFT(A49,2)",General,842
BL,D49,49,4,FORMULA,"=+LEFT(A49,3)",General,842
BL,E49,49,5,FORMULA,"=+LEFT(A49,4)",General,842
BL,F49,49,6,FORMULA,"=RIGHT(A49,3)",General,842
BL,G49,49,7,TEXT,408100 - FRN MALAGASY FACT.NON PARVENUES,General,842
BL,H49,49,8,NUMBER,12408583,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,I49,49,9,NUMBER,-323638.8599999994,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,J49,49,10,NUMBER,-96300,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,K49,49,11,NUMBER,2552300,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L49,49,12,NUMBER,-2453361.14,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M49,49,13,NUMBER,-1760000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N49,49,14,NUMBER,95291666.99,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O49,49,15,NUMBER,-55753659.989999995,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P49,49,16,NUMBER,87898833.34,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q49,49,17,NUMBER,-86166986.56,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R49,49,18,NUMBER,-5941346.779999999,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S49,49,19,NUMBER,-2328250,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T49,49,20,NUMBER,-3477006.33,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U49,49,21,FORMULA,=SUM(H49:T49),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A50,50,1,TEXT,409100,General,842
BL,B50,50,2,FORMULA,"=+LEFT(A50,1)",General,842
BL,C50,50,3,FORMULA,"=+LEFT(A50,2)",General,842
BL,D50,50,4,FORMULA,"=+LEFT(A50,3)",General,842
BL,E50,50,5,FORMULA,"=+LEFT(A50,4)",General,842
BL,F50,50,6,FORMULA,"=RIGHT(A50,3)",General,842
BL,G50,50,7,TEXT,409100 - FRN.DEBITEURS M/GASY AV & ACPTE VER,General,842
BL,H50,50,8,NUMBER,-127600,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,I50,50,9,NUMBER,127600,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L50,50,12,NUMBER,-1650000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M50,50,13,NUMBER,-500000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N50,50,14,NUMBER,-98350000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O50,50,15,NUMBER,-1320000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q50,50,17,NUMBER,19500000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R50,50,18,NUMBER,-3000000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T50,50,20,NUMBER,73514125,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U50,50,21,FORMULA,=SUM(H50:T50),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A51,51,1,TEXT,411100,General,842
BL,B51,51,2,FORMULA,"=+LEFT(A51,1)",General,842
BL,C51,51,3,FORMULA,"=+LEFT(A51,2)",General,842
BL,D51,51,4,FORMULA,"=+LEFT(A51,3)",General,842
BL,E51,51,5,FORMULA,"=+LEFT(A51,4)",General,842
BL,F51,51,6,FORMULA,"=RIGHT(A51,3)",General,842
BL,G51,51,7,TEXT,411100 - CLIENTS MALAGASY,General,842
BL,H51,51,8,NUMBER,-27705000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,I51,51,9,NUMBER,2565000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,J51,51,10,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,K51,51,11,NUMBER,-2362500,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L51,51,12,NUMBER,2362500,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M51,51,13,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N51,51,14,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O51,51,15,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P51,51,16,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q51,51,17,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R51,51,18,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S51,51,19,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T51,51,20,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U51,51,21,FORMULA,=SUM(H51:T51),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A52,52,1,TEXT,411200,General,842
BL,B52,52,2,FORMULA,"=+LEFT(A52,1)",General,842
BL,C52,52,3,FORMULA,"=+LEFT(A52,2)",General,842
BL,D52,52,4,FORMULA,"=+LEFT(A52,3)",General,842
BL,E52,52,5,FORMULA,"=+LEFT(A52,4)",General,842
BL,F52,52,6,FORMULA,"=RIGHT(A52,3)",General,842
BL,G52,52,7,TEXT,411200 - CLIENTS ETRANGERS,General,842
BL,I52,52,9,NUMBER,4879872,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,J52,52,10,NUMBER,-2324352,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,K52,52,11,NUMBER,27018135,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L52,52,12,NUMBER,30979353,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M52,52,13,NUMBER,-56973360,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N52,52,14,NUMBER,-56826864,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O52,52,15,NUMBER,56826864,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P52,52,16,NUMBER,109889280,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q52,52,17,NUMBER,-471835634,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R52,52,18,NUMBER,314873254,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S52,52,19,NUMBER,47073100,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T52,52,20,NUMBER,-67075148,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U52,52,21,FORMULA,=SUM(H52:T52),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A53,53,1,TEXT,421200,General,842
BL,B53,53,2,FORMULA,"=+LEFT(A53,1)",General,842
BL,C53,53,3,FORMULA,"=+LEFT(A53,2)",General,842
BL,D53,53,4,FORMULA,"=+LEFT(A53,3)",General,842
BL,E53,53,5,FORMULA,"=+LEFT(A53,4)",General,842
BL,F53,53,6,FORMULA,"=RIGHT(A53,3)",General,842
BL,G53,53,7,TEXT,421200 - REMUNERATIONS DUES TAOLAGNARO,General,842
BL,H53,53,8,NUMBER,4677080,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,I53,53,9,NUMBER,34347243.89,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,J53,53,10,NUMBER,-7301054,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,K53,53,11,NUMBER,-1836610,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L53,53,12,NUMBER,3254880,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M53,53,13,NUMBER,-12943940,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N53,53,14,NUMBER,2956880,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O53,53,15,NUMBER,-2379980,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P53,53,16,NUMBER,36290829.18,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q53,53,17,NUMBER,-4887218.18,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R53,53,18,NUMBER,-30900312,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S53,53,19,NUMBER,-20592808,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T53,53,20,NUMBER,18986240,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U53,53,21,FORMULA,=SUM(H53:T53),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A54,54,1,TEXT,421300,General,842
BL,B54,54,2,FORMULA,"=+LEFT(A54,1)",General,842
BL,C54,54,3,FORMULA,"=+LEFT(A54,2)",General,842
BL,D54,54,4,FORMULA,"=+LEFT(A54,3)",General,842
BL,E54,54,5,FORMULA,"=+LEFT(A54,4)",General,842
BL,F54,54,6,FORMULA,"=RIGHT(A54,3)",General,842
BL,G54,54,7,TEXT,421300 - REMUNERATIONS DUES AMPANDRADAVA,General,842
BL,H54,54,8,NUMBER,14038142.81,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,I54,54,9,NUMBER,-2867542.8100000005,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,J54,54,10,NUMBER,-8006800,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,K54,54,11,NUMBER,-1239000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L54,54,12,NUMBER,1990100,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M54,54,13,NUMBER,-1643700,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N54,54,14,NUMBER,2227700,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O54,54,15,NUMBER,2000900,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P54,54,16,NUMBER,-4137000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q54,54,17,NUMBER,2156900,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,R54,54,18,NUMBER,137200,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S54,54,19,NUMBER,-2309700,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T54,54,20,NUMBER,2373800,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U54,54,21,FORMULA,=SUM(H54:T54),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A55,55,1,TEXT,425120,General,842
BL,B55,55,2,FORMULA,"=+LEFT(A55,1)",General,842
BL,C55,55,3,FORMULA,"=+LEFT(A55,2)",General,842
BL,D55,55,4,FORMULA,"=+LEFT(A55,3)",General,842
BL,E55,55,5,FORMULA,"=+LEFT(A55,4)",General,842
BL,F55,55,6,FORMULA,"=RIGHT(A55,3)",General,842
BL,G55,55,7,TEXT,425120 - AVANCES QUINZAINE TAOLAGNARO,General,842
BL,O55,55,15,NUMBER,50000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q55,55,17,NUMBER,250000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U55,55,21,FORMULA,=SUM(H55:T55),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A56,56,1,TEXT,425130,General,842
BL,B56,56,2,FORMULA,"=+LEFT(A56,1)",General,842
BL,C56,56,3,FORMULA,"=+LEFT(A56,2)",General,842
BL,D56,56,4,FORMULA,"=+LEFT(A56,3)",General,842
BL,E56,56,5,FORMULA,"=+LEFT(A56,4)",General,842
BL,F56,56,6,FORMULA,"=RIGHT(A56,3)",General,842
BL,G56,56,7,TEXT,425130 - AVANCES QUINZAINE AMPANDRADAVA,General,842
BL,K56,56,11,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U56,56,21,FORMULA,=SUM(H56:T56),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A57,57,1,TEXT,425220,General,842
BL,B57,57,2,FORMULA,"=+LEFT(A57,1)",General,842
BL,C57,57,3,FORMULA,"=+LEFT(A57,2)",General,842
BL,D57,57,4,FORMULA,"=+LEFT(A57,3)",General,842
BL,E57,57,5,FORMULA,"=+LEFT(A57,4)",General,842
BL,F57,57,6,FORMULA,"=RIGHT(A57,3)",General,842
BL,G57,57,7,TEXT,425220 - AVANCES SUR SALAIRE TAOLAGNARO,General,842
BL,H57,57,8,NUMBER,139100,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P57,57,16,NUMBER,-50000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U57,57,21,FORMULA,=SUM(H57:T57),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A58,58,1,TEXT,425300,General,842
BL,B58,58,2,FORMULA,"=+LEFT(A58,1)",General,842
BL,C58,58,3,FORMULA,"=+LEFT(A58,2)",General,842
BL,D58,58,4,FORMULA,"=+LEFT(A58,3)",General,842
BL,E58,58,5,FORMULA,"=+LEFT(A58,4)",General,842
BL,F58,58,6,FORMULA,"=RIGHT(A58,3)",General,842
BL,G58,58,7,TEXT,425300 - AUTRES AVANCES,General,842
BL,N58,58,14,NUMBER,0,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U58,58,21,FORMULA,=SUM(H58:T58),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A59,59,1,TEXT,425310,General,842
BL,B59,59,2,FORMULA,"=+LEFT(A59,1)",General,842
BL,C59,59,3,FORMULA,"=+LEFT(A59,2)",General,842
BL,D59,59,4,FORMULA,"=+LEFT(A59,3)",General,842
BL,E59,59,5,FORMULA,"=+LEFT(A59,4)",General,842
BL,F59,59,6,FORMULA,"=RIGHT(A59,3)",General,842
BL,G59,59,7,TEXT,425310 - AVANCES EXEPTIONNELLES,General,842
BL,H59,59,8,NUMBER,-128200,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U59,59,21,FORMULA,=SUM(H59:T59),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A60,60,1,TEXT,425420,General,842
BL,B60,60,2,FORMULA,"=+LEFT(A60,1)",General,842
BL,C60,60,3,FORMULA,"=+LEFT(A60,2)",General,842
BL,D60,60,4,FORMULA,"=+LEFT(A60,3)",General,842
BL,E60,60,5,FORMULA,"=+LEFT(A60,4)",General,842
BL,F60,60,6,FORMULA,"=RIGHT(A60,3)",General,842
BL,G60,60,7,TEXT,425420 - PRET & CDD AU PERSONNEL TAOLAGNARO,General,842
BL,H60,60,8,NUMBER,-1000000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,L60,60,12,NUMBER,-650000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,M60,60,13,NUMBER,25000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,N60,60,14,NUMBER,110000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,O60,60,15,NUMBER,105000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P60,60,16,NUMBER,-330000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,Q60,60,17,NUMBER,-450000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,S60,60,19,NUMBER,70000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T60,60,20,NUMBER,130000,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U60,60,21,FORMULA,=SUM(H60:T60),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A61,61,1,TEXT,428610,General,842
BL,B61,61,2,FORMULA,"=+LEFT(A61,1)",General,842
BL,C61,61,3,FORMULA,"=+LEFT(A61,2)",General,842
BL,D61,61,4,FORMULA,"=+LEFT(A61,3)",General,842
BL,E61,61,5,FORMULA,"=+LEFT(A61,4)",General,842
BL,F61,61,6,FORMULA,"=RIGHT(A61,3)",General,842
BL,G61,61,7,TEXT,428610 - PERS SOMIDA CH A PAYER : CONGES PAY,General,842
BL,H61,61,8,NUMBER,36178110.14000001,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,P61,61,16,NUMBER,-155166.5,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,T61,61,20,NUMBER,977056.3599999994,"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,U61,61,21,FORMULA,=SUM(H61:T61),"#,##0.00_ ;[Red]\-#,##0.00\ ",1310
BL,A62,62,1,TEXT,431200,General,842
BL,B62,62,2,FORMULA,"=+LEFT(A62,1)",General,842
BL,C62,62,3,FORMULA,"=+LEFT(A62,2)",General,842
BL,D62,62,4,FORMULA,"=+LEFT(A62,3)",General,842
