sheet,cell,row,column,type,value,number_format,style_id
Primes,C51,51,3,FORMULA,=+Org!B68,General,461
Primes,D51,51,4,FORMULA,=+$B$51*D47,"#,##0.00;[Red]#,##0.00",1495
Primes,E51,51,5,FORMULA,=+$B$51*E47,"#,##0.00;[Red]#,##0.00",1495
Primes,F51,51,6,FORMULA,=+$B$51*F47,"#,##0.00;[Red]#,##0.00",1495
Primes,G51,51,7,FORMULA,=+$B$51*G47,"#,##0.00;[Red]#,##0.00",1495
Primes,H51,51,8,FORMULA,=+$B$51*H47,"#,##0.00;[Red]#,##0.00",1495
Primes,I51,51,9,FORMULA,=+$B$51*I47,"#,##0.00;[Red]#,##0.00",1495
Primes,J51,51,10,FORMULA,=+$B$51*J47,"#,##0.00;[Red]#,##0.00",1495
Primes,K51,51,11,FORMULA,=+$B$51*K47,"#,##0.00;[Red]#,##0.00",1495
Primes,L51,51,12,FORMULA,=+$B$51*L47,"#,##0.00;[Red]#,##0.00",1495
Primes,M51,51,13,FORMULA,=+$B$51*M47,"#,##0.00;[Red]#,##0.00",1495
Primes,N51,51,14,FORMULA,=+$B$51*N47,"#,##0.00;[Red]#,##0.00",1495
Primes,O51,51,15,FORMULA,=+$B$51*O47,"#,##0.00;[Red]#,##0.00",1495
Primes,P51,51,16,FORMULA,=SUM(D51:O51),"#,##0.00;[Red]#,##0.00",1495
Primes,B52,52,2,FORMULA,=+Org!M71,General,468
Primes,C52,52,3,FORMULA,=+Org!B71,General,461
Primes,D52,52,4,FORMULA,=+$B$52*D47,"#,##0.00;[Red]#,##0.00",1495
Primes,E52,52,5,FORMULA,=+$B$52*E47,"#,##0.00;[Red]#,##0.00",1495
Primes,F52,52,6,FORMULA,=+$B$52*F47,"#,##0.00;[Red]#,##0.00",1495
Primes,G52,52,7,FORMULA,=+$B$52*G47,"#,##0.00;[Red]#,##0.00",1495
Primes,H52,52,8,FORMULA,=+$B$52*H47,"#,##0.00;[Red]#,##0.00",1495
Primes,I52,52,9,FORMULA,=+$B$52*I47,"#,##0.00;[Red]#,##0.00",1495
Primes,J52,52,10,FORMULA,=+$B$52*J47,"#,##0.00;[Red]#,##0.00",1495
Primes,K52,52,11,FORMULA,=+$B$52*K47,"#,##0.00;[Red]#,##0.00",1495
Primes,L52,52,12,FORMULA,=+$B$52*L47,"#,##0.00;[Red]#,##0.00",1495
Primes,M52,52,13,FORMULA,=+$B$52*M47,"#,##0.00;[Red]#,##0.00",1495
Primes,N52,52,14,FORMULA,=+$B$52*N47,"#,##0.00;[Red]#,##0.00",1495
Primes,O52,52,15,FORMULA,=+$B$52*O47,"#,##0.00;[Red]#,##0.00",1495
Primes,P52,52,16,FORMULA,=SUM(D52:O52),"#,##0.00;[Red]#,##0.00",1495
Primes,B53,53,2,FORMULA,=+Org!M76,General,468
Primes,C53,53,3,FORMULA,=+Org!B76,General,461
Primes,D53,53,4,FORMULA,=+$B$53*D47,"#,##0.00;[Red]#,##0.00",1495
Primes,E53,53,5,FORMULA,=+$B$53*E47,"#,##0.00;[Red]#,##0.00",1495
Primes,F53,53,6,FORMULA,=+$B$53*F47,"#,##0.00;[Red]#,##0.00",1495
Primes,G53,53,7,FORMULA,=+$B$53*G47,"#,##0.00;[Red]#,##0.00",1495
Primes,H53,53,8,FORMULA,=+$B$53*H47,"#,##0.00;[Red]#,##0.00",1495
Primes,I53,53,9,FORMULA,=+$B$53*I47,"#,##0.00;[Red]#,##0.00",1495
Primes,J53,53,10,FORMULA,=+$B$53*J47,"#,##0.00;[Red]#,##0.00",1495
Primes,K53,53,11,FORMULA,=+$B$53*K47,"#,##0.00;[Red]#,##0.00",1495
Primes,L53,53,12,FORMULA,=+$B$53*L47,"#,##0.00;[Red]#,##0.00",1495
Primes,M53,53,13,FORMULA,=+$B$53*M47,"#,##0.00;[Red]#,##0.00",1495
Primes,N53,53,14,FORMULA,=+$B$53*N47,"#,##0.00;[Red]#,##0.00",1495
Primes,O53,53,15,FORMULA,=+$B$53*O47,"#,##0.00;[Red]#,##0.00",1495
Primes,P53,53,16,FORMULA,=SUM(D53:O53),"#,##0.00;[Red]#,##0.00",1495
Primes,B54,54,2,FORMULA,=+Org!M77,General,468
Primes,C54,54,3,FORMULA,=+Org!B77,General,461
Primes,D54,54,4,FORMULA,=+D47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,E54,54,5,FORMULA,=+E47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,F54,54,6,FORMULA,=+F47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,G54,54,7,FORMULA,=+G47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,H54,54,8,FORMULA,=+H47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,I54,54,9,FORMULA,=+I47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,J54,54,10,FORMULA,=+J47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,K54,54,11,FORMULA,=+K47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,L54,54,12,FORMULA,=+L47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,M54,54,13,FORMULA,=+M47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,N54,54,14,FORMULA,=+N47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,O54,54,15,FORMULA,=+O47*$B$54,"#,##0.00;[Red]#,##0.00",1495
Primes,P54,54,16,FORMULA,=SUM(D54:O54),"#,##0.00;[Red]#,##0.00",1495
Primes,B55,55,2,FORMULA,=+Org!M78,General,468
Primes,C55,55,3,FORMULA,=+Org!B78,General,461
Primes,D55,55,4,FORMULA,=+$B$55*D47,"#,##0.00;[Red]#,##0.00",1495
Primes,E55,55,5,FORMULA,=+$B$55*E47,"#,##0.00;[Red]#,##0.00",1495
Primes,F55,55,6,FORMULA,=+$B$55*F47,"#,##0.00;[Red]#,##0.00",1495
Primes,G55,55,7,FORMULA,=+$B$55*G47,"#,##0.00;[Red]#,##0.00",1495
Primes,H55,55,8,FORMULA,=+$B$55*H47,"#,##0.00;[Red]#,##0.00",1495
Primes,I55,55,9,FORMULA,=+$B$55*I47,"#,##0.00;[Red]#,##0.00",1495
Primes,J55,55,10,FORMULA,=+$B$55*J47,"#,##0.00;[Red]#,##0.00",1495
Primes,K55,55,11,FORMULA,=+$B$55*K47,"#,##0.00;[Red]#,##0.00",1495
Primes,L55,55,12,FORMULA,=+$B$55*L47,"#,##0.00;[Red]#,##0.00",1495
Primes,M55,55,13,FORMULA,=+$B$55*M47,"#,##0.00;[Red]#,##0.00",1495
Primes,N55,55,14,FORMULA,=+$B$55*N47,"#,##0.00;[Red]#,##0.00",1495
Primes,O55,55,15,FORMULA,=+$B$55*O47,"#,##0.00;[Red]#,##0.00",1495
Primes,P55,55,16,FORMULA,=SUM(D55:O55),"#,##0.00;[Red]#,##0.00",1495
Primes,B56,56,2,FORMULA,=SUM(B48:B55),General,802
Primes,C56,56,3,FORMULA,=+C27,General,470
Primes,D56,56,4,FORMULA,=SUM(D48:D55),"#,##0.00;[Red]#,##0.00",1502
Primes,E56,56,5,FORMULA,=SUM(E48:E55),"#,##0.00;[Red]#,##0.00",1502
Primes,F56,56,6,FORMULA,=SUM(F48:F55),"#,##0.00;[Red]#,##0.00",1502
Primes,G56,56,7,FORMULA,=SUM(G48:G55),"#,##0.00;[Red]#,##0.00",1502
Primes,H56,56,8,FORMULA,=SUM(H48:H55),"#,##0.00;[Red]#,##0.00",1502
Primes,I56,56,9,FORMULA,=SUM(I48:I55),"#,##0.00;[Red]#,##0.00",1502
Primes,J56,56,10,FORMULA,=SUM(J48:J55),"#,##0.00;[Red]#,##0.00",1502
Primes,K56,56,11,FORMULA,=SUM(K48:K55),"#,##0.00;[Red]#,##0.00",1502
Primes,L56,56,12,FORMULA,=SUM(L48:L55),"#,##0.00;[Red]#,##0.00",1502
Primes,M56,56,13,FORMULA,=SUM(M48:M55),"#,##0.00;[Red]#,##0.00",1502
Primes,N56,56,14,FORMULA,=SUM(N48:N55),"#,##0.00;[Red]#,##0.00",1502
Primes,O56,56,15,FORMULA,=SUM(O48:O55),"#,##0.00;[Red]#,##0.00",1502
Primes,P56,56,16,FORMULA,=SUM(P48:P55),"#,##0.00;[Red]#,##0.00",1502
Primes,B58,58,2,TEXT,BACK OFFICE,General,199
Primes,B59,59,2,FORMULA,=+Sal!A47,General,776
Primes,C60,60,3,TEXT,Objectifs,General,407
Primes,D60,60,4,TEXT,Nbre Equipe,General,407
Primes,E60,60,5,NUMBER,0.25,0%,777
Primes,F60,60,6,NUMBER,0.5,0%,777
Primes,G60,60,7,NUMBER,0.75,0%,777
Primes,H60,60,8,NUMBER,1,0%,777
Primes,C61,61,3,TEXT,Achats micas,General,406
Primes,D61,61,4,FORMULA,"=+Org!M62&"" Equipe = ""&F16",General,406
Primes,E61,61,5,FORMULA,=+G16,General,198
Primes,F61,61,6,FORMULA,=+H16,General,198
Primes,G61,61,7,FORMULA,=+I16,General,198
Primes,H61,61,8,FORMULA,=+J16,General,198
Primes,C62,62,3,TEXT,Nbre mois,General,773
Primes,E62,62,5,FORMULA,=+G20,General,774
Primes,F62,62,6,FORMULA,=+H20,General,774
Primes,G62,62,7,FORMULA,=+I20,General,774
Primes,H62,62,8,FORMULA,=+J20,General,774
Primes,C64,64,3,TEXT,Fonctions,General,407
Primes,D64,64,4,TEXT,Sal Base,General,779
Primes,E64,64,5,NUMBER,0.25,0%,777
Primes,F64,64,6,NUMBER,0.5,0%,777
Primes,G64,64,7,NUMBER,0.75,0%,777
Primes,H64,64,8,NUMBER,1,0%,777
Primes,B65,65,2,TEXT,BO,General,198
Primes,C65,65,3,FORMULA,=+Sal!B52,General,406
Primes,D65,65,4,FORMULA,=+Feuil3!E9,"#,##0.00;[Red]#,##0.00",1495
Primes,E65,65,5,FORMULA,=+D65*$E$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,F65,65,6,FORMULA,=+D65*$F$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,G65,65,7,FORMULA,=+D65*$G$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,H65,65,8,FORMULA,=+D65*$H$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,B66,66,2,TEXT,BO,General,198
Primes,C66,66,3,FORMULA,=+Sal!B53,General,406
Primes,D66,66,4,FORMULA,=+Feuil3!E10,"#,##0.00;[Red]#,##0.00",1495
Primes,E66,66,5,FORMULA,=+D66*$E$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,F66,66,6,FORMULA,=+D66*$F$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,G66,66,7,FORMULA,=+D66*$G$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,H66,66,8,FORMULA,=+D66*$H$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,B67,67,2,TEXT,BO,General,198
Primes,C67,67,3,FORMULA,=+Sal!B54,General,406
Primes,D67,67,4,FORMULA,=+Feuil3!E11,"#,##0.00;[Red]#,##0.00",1495
Primes,E67,67,5,FORMULA,=+D67*$E$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,F67,67,6,FORMULA,=+D67*$F$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,G67,67,7,FORMULA,=+D67*$G$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,H67,67,8,FORMULA,=+D67*$H$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,B68,68,2,TEXT,BO,General,198
Primes,C68,68,3,FORMULA,=+Sal!B56,General,406
Primes,D68,68,4,FORMULA,=+Feuil3!E16,"#,##0.00;[Red]#,##0.00",1495
Primes,E68,68,5,FORMULA,=+D68*$E$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,F68,68,6,FORMULA,=+D68*$F$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,G68,68,7,FORMULA,=+D68*$G$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,H68,68,8,FORMULA,=+D68*$H$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,B69,69,2,TEXT,BO,General,198
Primes,C69,69,3,FORMULA,=+Sal!B57,General,406
Primes,D69,69,4,FORMULA,=+Feuil3!E17,"#,##0.00;[Red]#,##0.00",1495
Primes,E69,69,5,FORMULA,=+D69*$E$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,F69,69,6,FORMULA,=+D69*$F$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,G69,69,7,FORMULA,=+D69*$G$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,H69,69,8,FORMULA,=+D69*$H$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,B70,70,2,TEXT,BO,General,198
Primes,C70,70,3,FORMULA,=+Sal!B58,General,406
Primes,D70,70,4,FORMULA,=+Feuil3!E18,"#,##0.00;[Red]#,##0.00",1495
Primes,E70,70,5,FORMULA,=+D70*$E$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,F70,70,6,FORMULA,=+D70*$F$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,G70,70,7,FORMULA,=+D70*$G$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,H70,70,8,FORMULA,=+D70*$H$62/12,"#,##0.00;[Red]#,##0.00",1495
Primes,B71,71,2,TEXT,BO,General,774
Primes,C71,71,3,FORMULA,=+Sal!B59,General,773
Primes,D71,71,4,FORMULA,=+Feuil3!E19,"#,##0.00;[Red]#,##0.00",1497
Primes,E71,71,5,FORMULA,=+D71*$E$62/12,"#,##0.00;[Red]#,##0.00",1497
Primes,F71,71,6,FORMULA,=+D71*$F$62/12,"#,##0.00;[Red]#,##0.00",1497
Primes,G71,71,7,FORMULA,=+D71*$G$62/12,"#,##0.00;[Red]#,##0.00",1497
Primes,H71,71,8,FORMULA,=+D71*$H$62/12,"#,##0.00;[Red]#,##0.00",1497
Primes,B73,73,2,TEXT,Nb,General,407
Primes,C73,73,3,TEXT,Back office,General,779
Primes,D73,73,4,FORMULA,=+D22,General,408
Primes,E73,73,5,FORMULA,=+E22,General,408
Primes,F73,73,6,FORMULA,=+F22,General,408
Primes,G73,73,7,FORMULA,=+G22,General,408
Primes,H73,73,8,FORMULA,=+H22,General,408
Primes,I73,73,9,FORMULA,=+I22,General,408
Primes,J73,73,10,FORMULA,=+J22,General,408
Primes,K73,73,11,FORMULA,=+K22,General,408
Primes,L73,73,12,FORMULA,=+L22,General,408
Primes,M73,73,13,FORMULA,=+M22,General,408
Primes,N73,73,14,FORMULA,=+N22,General,408
Primes,O73,73,15,FORMULA,=+O22,General,408
Primes,P73,73,16,FORMULA,=+P22,General,408
Primes,B74,74,2,FORMULA,=+Feuil3!C9,General,198
Primes,C74,74,3,FORMULA,=+C65,General,406
Primes,D74,74,4,FORMULA,"=+IF($D$24>=$H$61,H65,IF($D$24>=$G$61,G65,IF($D$24>=$F$61,F65,IF($D$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,E74,74,5,FORMULA,"=+IF($E$24>=$H$61,H65,IF($E$24>=$G$61,G65,IF($E$24>=$F$61,F65,IF($E$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,F74,74,6,FORMULA,"=+IF($F$24>=$H$61,H65,IF($F$24>=$G$61,G65,IF($F$24>=$F$61,F65,IF($F$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,G74,74,7,FORMULA,"=+IF($G$24>=$H$61,H65,IF($G$24>=$G$61,G65,IF($G$24>=$F$61,F65,IF($G$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,H74,74,8,FORMULA,"=+IF($H$24>=$H$61,H65,IF($H$24>=$G$61,G65,IF($H$24>=$F$61,F65,IF($H$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,I74,74,9,FORMULA,"=+IF($I$24>=$H$61,H65,IF($I$24>=$G$61,G65,IF($I$24>=$F$61,F65,IF($I$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,J74,74,10,FORMULA,"=+IF($J$24>=$H$61,H65,IF($J$24>=$G$61,G65,IF($J$24>=$F$61,F65,IF($J$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,K74,74,11,FORMULA,"=+IF($K$24>=$H$61,H65,IF($K$24>=$G$61,G65,IF($K$24>=$F$61,F65,IF($K$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,L74,74,12,FORMULA,"=+IF($L$24>=$H$61,H65,IF($L$24>=$G$61,G65,IF($L$24>=$F$61,F65,IF($L$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,M74,74,13,FORMULA,"=+IF($M$24>=$H$61,H65,IF($M$24>=$G$61,G65,IF($M$24>=$F$61,F65,IF($M$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,N74,74,14,FORMULA,"=+IF($N$24>=$H$61,H65,IF($N$24>=$G$61,G65,IF($N$24>=$F$61,F65,IF($N$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,O74,74,15,FORMULA,"=+IF($O$24>=$H$61,H65,IF($O$24>=$G$61,G65,IF($O$24>=$F$61,F65,IF($O$24>=$E$61,E65,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,P74,74,16,FORMULA,=SUM(D74:O74),"#,##0.00;[Red]#,##0.00",1495
Primes,B75,75,2,FORMULA,=+Feuil3!C10,General,198
Primes,C75,75,3,FORMULA,=+C66,General,406
Primes,D75,75,4,FORMULA,"=+IF($D$24>=$H$61,H66,IF($D$24>=$G$61,G66,IF($D$24>=$F$61,F66,IF($D$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,E75,75,5,FORMULA,"=+IF($E$24>=$H$61,H66,IF($E$24>=$G$61,G66,IF($E$24>=$F$61,F66,IF($E$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,F75,75,6,FORMULA,"=+IF($F$24>=$H$61,H66,IF($F$24>=$G$61,G66,IF($F$24>=$F$61,F66,IF($F$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,G75,75,7,FORMULA,"=+IF($G$24>=$H$61,H66,IF($G$24>=$G$61,G66,IF($G$24>=$F$61,F66,IF($G$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,H75,75,8,FORMULA,"=+IF($H$24>=$H$61,H66,IF($H$24>=$G$61,G66,IF($H$24>=$F$61,F66,IF($H$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,I75,75,9,FORMULA,"=+IF($I$24>=$H$61,H66,IF($I$24>=$G$61,G66,IF($I$24>=$F$61,F66,IF($I$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,J75,75,10,FORMULA,"=+IF($J$24>=$H$61,H66,IF($J$24>=$G$61,G66,IF($J$24>=$F$61,F66,IF($J$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,K75,75,11,FORMULA,"=+IF($K$24>=$H$61,H66,IF($K$24>=$G$61,G66,IF($K$24>=$F$61,F66,IF($K$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,L75,75,12,FORMULA,"=+IF($L$24>=$H$61,H66,IF($L$24>=$G$61,G66,IF($L$24>=$F$61,F66,IF($L$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,M75,75,13,FORMULA,"=+IF($M$24>=$H$61,H66,IF($M$24>=$G$61,G66,IF($M$24>=$F$61,F66,IF($M$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,N75,75,14,FORMULA,"=+IF($N$24>=$H$61,H66,IF($N$24>=$G$61,G66,IF($N$24>=$F$61,F66,IF($N$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,O75,75,15,FORMULA,"=+IF($O$24>=$H$61,H66,IF($O$24>=$G$61,G66,IF($O$24>=$F$61,F66,IF($O$24>=$E$61,E66,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,P75,75,16,FORMULA,=SUM(D75:O75),"#,##0.00;[Red]#,##0.00",1495
Primes,B76,76,2,FORMULA,=+Feuil3!C11,General,198
Primes,C76,76,3,FORMULA,=+C67,General,406
Primes,D76,76,4,FORMULA,"=+IF($D$24>=$H$61,H67,IF($D$24>=$G$61,G67,IF($D$24>=$F$61,F67,IF($D$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,E76,76,5,FORMULA,"=+IF($E$24>=$H$61,H67,IF($E$24>=$G$61,G67,IF($E$24>=$F$61,F67,IF($E$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,F76,76,6,FORMULA,"=+IF($F$24>=$H$61,H67,IF($F$24>=$G$61,G67,IF($F$24>=$F$61,F67,IF($F$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,G76,76,7,FORMULA,"=+IF($G$24>=$H$61,H67,IF($G$24>=$G$61,G67,IF($G$24>=$F$61,F67,IF($G$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,H76,76,8,FORMULA,"=+IF($H$24>=$H$61,H67,IF($H$24>=$G$61,G67,IF($H$24>=$F$61,F67,IF($H$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,I76,76,9,FORMULA,"=+IF($I$24>=$H$61,H67,IF($I$24>=$G$61,G67,IF($I$24>=$F$61,F67,IF($I$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,J76,76,10,FORMULA,"=+IF($J$24>=$H$61,H67,IF($J$24>=$G$61,G67,IF($J$24>=$F$61,F67,IF($J$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,K76,76,11,FORMULA,"=+IF($K$24>=$H$61,H67,IF($K$24>=$G$61,G67,IF($K$24>=$F$61,F67,IF($K$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,L76,76,12,FORMULA,"=+IF($L$24>=$H$61,H67,IF($L$24>=$G$61,G67,IF($L$24>=$F$61,F67,IF($L$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,M76,76,13,FORMULA,"=+IF($M$24>=$H$61,H67,IF($M$24>=$G$61,G67,IF($M$24>=$F$61,F67,IF($M$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,N76,76,14,FORMULA,"=+IF($N$24>=$H$61,H67,IF($N$24>=$G$61,G67,IF($N$24>=$F$61,F67,IF($N$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,O76,76,15,FORMULA,"=+IF($O$24>=$H$61,H67,IF($O$24>=$G$61,G67,IF($O$24>=$F$61,F67,IF($O$24>=$E$61,E67,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,P76,76,16,FORMULA,=SUM(D76:O76),"#,##0.00;[Red]#,##0.00",1495
Primes,B77,77,2,FORMULA,=+Feuil3!C16,General,198
Primes,C77,77,3,FORMULA,=+C68,General,406
Primes,D77,77,4,FORMULA,"=+IF($D$24>=$H$61,H68,IF($D$24>=$G$61,G68,IF($D$24>=$F$61,F68,IF($D$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,E77,77,5,FORMULA,"=+IF($E$24>=$H$61,H68,IF($E$24>=$G$61,G68,IF($E$24>=$F$61,F68,IF($E$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,F77,77,6,FORMULA,"=+IF($F$24>=$H$61,H68,IF($F$24>=$G$61,G68,IF($F$24>=$F$61,F68,IF($F$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,G77,77,7,FORMULA,"=+IF($G$24>=$H$61,H68,IF($G$24>=$G$61,G68,IF($G$24>=$F$61,F68,IF($G$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,H77,77,8,FORMULA,"=+IF($H$24>=$H$61,H68,IF($H$24>=$G$61,G68,IF($H$24>=$F$61,F68,IF($H$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,I77,77,9,FORMULA,"=+IF($I$24>=$H$61,H68,IF($I$24>=$G$61,G68,IF($I$24>=$F$61,F68,IF($I$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,J77,77,10,FORMULA,"=+IF($J$24>=$H$61,H68,IF($J$24>=$G$61,G68,IF($J$24>=$F$61,F68,IF($J$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,K77,77,11,FORMULA,"=+IF($K$24>=$H$61,H68,IF($K$24>=$G$61,G68,IF($K$24>=$F$61,F68,IF($K$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,L77,77,12,FORMULA,"=+IF($L$24>=$H$61,H68,IF($L$24>=$G$61,G68,IF($L$24>=$F$61,F68,IF($L$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,M77,77,13,FORMULA,"=+IF($M$24>=$H$61,H68,IF($M$24>=$G$61,G68,IF($M$24>=$F$61,F68,IF($M$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,N77,77,14,FORMULA,"=+IF($N$24>=$H$61,H68,IF($N$24>=$G$61,G68,IF($N$24>=$F$61,F68,IF($N$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,O77,77,15,FORMULA,"=+IF($O$24>=$H$61,H68,IF($O$24>=$G$61,G68,IF($O$24>=$F$61,F68,IF($O$24>=$E$61,E68,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,P77,77,16,FORMULA,=SUM(D77:O77),"#,##0.00;[Red]#,##0.00",1495
Primes,B78,78,2,FORMULA,=+Feuil3!C17,General,198
Primes,C78,78,3,FORMULA,=+C69,General,406
Primes,D78,78,4,FORMULA,"=+IF($D$24>=$H$61,H69,IF($D$24>=$G$61,G69,IF($D$24>=$F$61,F69,IF($D$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,E78,78,5,FORMULA,"=+IF($E$24>=$H$61,H69,IF($E$24>=$G$61,G69,IF($E$24>=$F$61,F69,IF($E$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,F78,78,6,FORMULA,"=+IF($F$24>=$H$61,H69,IF($F$24>=$G$61,G69,IF($F$24>=$F$61,F69,IF($F$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,G78,78,7,FORMULA,"=+IF($G$24>=$H$61,H69,IF($G$24>=$G$61,G69,IF($G$24>=$F$61,F69,IF($G$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,H78,78,8,FORMULA,"=+IF($H$24>=$H$61,H69,IF($H$24>=$G$61,G69,IF($H$24>=$F$61,F69,IF($H$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,I78,78,9,FORMULA,"=+IF($I$24>=$H$61,H69,IF($I$24>=$G$61,G69,IF($I$24>=$F$61,F69,IF($I$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,J78,78,10,FORMULA,"=+IF($J$24>=$H$61,H69,IF($J$24>=$G$61,G69,IF($J$24>=$F$61,F69,IF($J$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
Primes,K78,78,11,FORMULA,"=+IF($K$24>=$H$61,H69,IF($K$24>=$G$61,G69,IF($K$24>=$F$61,F69,IF($K$24>=$E$61,E69,0))))","#,##0.00;[Red]#,##0.00",1495
