business_code,business_name,category,unit,sheet,cell,value_2024,technical_classification,used_by_formulas,status,context
,,,,FORT DAUPHIN,T67,0,CANDIDATE_INPUT,0,TO_REVIEW,R65=0 | S65=0 | T65=0 | U65=40000 | V65=JOURNALIER | R66=0 | S66=0 | T66=0 | U66=32500 | V66=JOURNALIER | R67=0 | S67=0 | U67=29500 | V67=JOURNALIER | R68=0 | S68=0 | T68=0 | U68=23500 | V68=JOURNALIER | R69=0 | S69=0 | T69=0 | U69=16000 | V69=JOURNALIER
,,,,FORT DAUPHIN,T68,0,CANDIDATE_INPUT,0,TO_REVIEW,R66=0 | S66=0 | T66=0 | U66=32500 | V66=JOURNALIER | R67=0 | S67=0 | T67=0 | U67=29500 | V67=JOURNALIER | R68=0 | S68=0 | U68=23500 | V68=JOURNALIER | R69=0 | S69=0 | T69=0 | U69=16000 | V69=JOURNALIER | R70=0 | S70=0 | T70=0 | U70=15500 | V70=JOURNALIER
,,,,FORT DAUPHIN,T69,0,CANDIDATE_INPUT,0,TO_REVIEW,R67=0 | S67=0 | T67=0 | U67=29500 | V67=JOURNALIER | R68=0 | S68=0 | T68=0 | U68=23500 | V68=JOURNALIER | R69=0 | S69=0 | U69=16000 | V69=JOURNALIER | R70=0 | S70=0 | T70=0 | U70=15500 | V70=JOURNALIER | R71=0 | S71=0 | T71=0 | U71=15500 | V71=JOURNALIER
,,,,FORT DAUPHIN,T7,0,CANDIDATE_INPUT,0,TO_REVIEW,"R5==SUBTOTAL(9,R7:R135) | S5==SUBTOTAL(9,S7:S135) | T5==SUBTOTAL(9,T7:T135) | U5==SUBTOTAL(9,U7:U135) | V5==SUBTOTAL(9,V7:V135) | R6==""AVANCES"" | S6==""ANC ARR"" | T6==""NOUV ARR"" | U6==""NET A PAYER"" | V6==""UNITE"" | R7=0 | S7=0 | U7=115000 | V7=JOURNALIER | R8=0 | S8=0 | T8=0 | U8=115000 | V8=JOURNALIER | R9=0 | S9=0 | T9=0 | U9=115000 | V9=JOURNALIER"
,,,,FORT DAUPHIN,T70,0,CANDIDATE_INPUT,0,TO_REVIEW,R68=0 | S68=0 | T68=0 | U68=23500 | V68=JOURNALIER | R69=0 | S69=0 | T69=0 | U69=16000 | V69=JOURNALIER | R70=0 | S70=0 | U70=15500 | V70=JOURNALIER | R71=0 | S71=0 | T71=0 | U71=15500 | V71=JOURNALIER | R72=0 | S72=0 | T72=0 | U72=15500 | V72=JOURNALIER
,,,,FORT DAUPHIN,T71,0,CANDIDATE_INPUT,0,TO_REVIEW,R69=0 | S69=0 | T69=0 | U69=16000 | V69=JOURNALIER | R70=0 | S70=0 | T70=0 | U70=15500 | V70=JOURNALIER | R71=0 | S71=0 | U71=15500 | V71=JOURNALIER | R72=0 | S72=0 | T72=0 | U72=15500 | V72=JOURNALIER | R73=0 | S73=0 | T73=0 | U73=15500 | V73=JOURNALIER
,,,,FORT DAUPHIN,T72,0,CANDIDATE_INPUT,0,TO_REVIEW,R70=0 | S70=0 | T70=0 | U70=15500 | V70=JOURNALIER | R71=0 | S71=0 | T71=0 | U71=15500 | V71=JOURNALIER | R72=0 | S72=0 | U72=15500 | V72=JOURNALIER | R73=0 | S73=0 | T73=0 | U73=15500 | V73=JOURNALIER | R74=0 | S74=0 | T74=0 | U74=15500 | V74=JOURNALIER
,,,,FORT DAUPHIN,T73,0,CANDIDATE_INPUT,0,TO_REVIEW,R71=0 | S71=0 | T71=0 | U71=15500 | V71=JOURNALIER | R72=0 | S72=0 | T72=0 | U72=15500 | V72=JOURNALIER | R73=0 | S73=0 | U73=15500 | V73=JOURNALIER | R74=0 | S74=0 | T74=0 | U74=15500 | V74=JOURNALIER | R75=0 | S75=0 | T75=0 | U75=11500 | V75=JOURNALIER
,,,,FORT DAUPHIN,T74,0,CANDIDATE_INPUT,0,TO_REVIEW,R72=0 | S72=0 | T72=0 | U72=15500 | V72=JOURNALIER | R73=0 | S73=0 | T73=0 | U73=15500 | V73=JOURNALIER | R74=0 | S74=0 | U74=15500 | V74=JOURNALIER | R75=0 | S75=0 | T75=0 | U75=11500 | V75=JOURNALIER | R76=0 | S76=0 | T76=0 | U76=12000 | V76=JOURNALIER
,,,,FORT DAUPHIN,T75,0,CANDIDATE_INPUT,0,TO_REVIEW,R73=0 | S73=0 | T73=0 | U73=15500 | V73=JOURNALIER | R74=0 | S74=0 | T74=0 | U74=15500 | V74=JOURNALIER | R75=0 | S75=0 | U75=11500 | V75=JOURNALIER | R76=0 | S76=0 | T76=0 | U76=12000 | V76=JOURNALIER | R77=0 | S77=0 | T77=0 | U77=12000 | V77=JOURNALIER
,,,,FORT DAUPHIN,T76,0,CANDIDATE_INPUT,0,TO_REVIEW,R74=0 | S74=0 | T74=0 | U74=15500 | V74=JOURNALIER | R75=0 | S75=0 | T75=0 | U75=11500 | V75=JOURNALIER | R76=0 | S76=0 | U76=12000 | V76=JOURNALIER | R77=0 | S77=0 | T77=0 | U77=12000 | V77=JOURNALIER | R78=0 | S78=0 | T78=0 | U78=1500 | V78=JOURNALIER
,,,,FORT DAUPHIN,T77,0,CANDIDATE_INPUT,0,TO_REVIEW,R75=0 | S75=0 | T75=0 | U75=11500 | V75=JOURNALIER | R76=0 | S76=0 | T76=0 | U76=12000 | V76=JOURNALIER | R77=0 | S77=0 | U77=12000 | V77=JOURNALIER | R78=0 | S78=0 | T78=0 | U78=1500 | V78=JOURNALIER | R79=0 | S79=14.42 | T79=64.55 | U79=196200 | V79=PERMANENT
,,,,FORT DAUPHIN,T78,0,CANDIDATE_INPUT,0,TO_REVIEW,R76=0 | S76=0 | T76=0 | U76=12000 | V76=JOURNALIER | R77=0 | S77=0 | T77=0 | U77=12000 | V77=JOURNALIER | R78=0 | S78=0 | U78=1500 | V78=JOURNALIER | R79=0 | S79=14.42 | T79=64.55 | U79=196200 | V79=PERMANENT | R80=0 | S80=59.97 | T80=1.03 | U80=177200 | V80=PERMANENT
,,,,FORT DAUPHIN,T79,64.55,CANDIDATE_INPUT,0,TO_REVIEW,R77=0 | S77=0 | T77=0 | U77=12000 | V77=JOURNALIER | R78=0 | S78=0 | T78=0 | U78=1500 | V78=JOURNALIER | R79=0 | S79=14.42 | U79=196200 | V79=PERMANENT | R80=0 | S80=59.97 | T80=1.03 | U80=177200 | V80=PERMANENT | R81=0 | S81=6.95 | T81=18.79 | U81=159500 | V81=PERMANENT
,,,,FORT DAUPHIN,T8,0,CANDIDATE_INPUT,0,TO_REVIEW,"R6==""AVANCES"" | S6==""ANC ARR"" | T6==""NOUV ARR"" | U6==""NET A PAYER"" | V6==""UNITE"" | R7=0 | S7=0 | T7=0 | U7=115000 | V7=JOURNALIER | R8=0 | S8=0 | U8=115000 | V8=JOURNALIER | R9=0 | S9=0 | T9=0 | U9=115000 | V9=JOURNALIER | R10=0 | S10=0 | T10=0 | U10=115000 | V10=JOURNALIER"
,,,,FORT DAUPHIN,T80,1.03,CANDIDATE_INPUT,0,TO_REVIEW,R78=0 | S78=0 | T78=0 | U78=1500 | V78=JOURNALIER | R79=0 | S79=14.42 | T79=64.55 | U79=196200 | V79=PERMANENT | R80=0 | S80=59.97 | U80=177200 | V80=PERMANENT | R81=0 | S81=6.95 | T81=18.79 | U81=159500 | V81=PERMANENT | R82=0 | S82=54.38 | T82=14.62 | U82=201300 | V82=PERMANENT
,,,,FORT DAUPHIN,T81,18.79,CANDIDATE_INPUT,0,TO_REVIEW,R79=0 | S79=14.42 | T79=64.55 | U79=196200 | V79=PERMANENT | R80=0 | S80=59.97 | T80=1.03 | U80=177200 | V80=PERMANENT | R81=0 | S81=6.95 | U81=159500 | V81=PERMANENT | R82=0 | S82=54.38 | T82=14.62 | U82=201300 | V82=PERMANENT | R83=0 | S83=61.11 | T83=34.21 | U83=179600 | V83=PERMANENT
,,,,FORT DAUPHIN,T82,14.62,CANDIDATE_INPUT,0,TO_REVIEW,R80=0 | S80=59.97 | T80=1.03 | U80=177200 | V80=PERMANENT | R81=0 | S81=6.95 | T81=18.79 | U81=159500 | V81=PERMANENT | R82=0 | S82=54.38 | U82=201300 | V82=PERMANENT | R83=0 | S83=61.11 | T83=34.21 | U83=179600 | V83=PERMANENT | R84=0 | S84=73.65 | T84=42.68 | U84=179000 | V84=PERMANENT
,,,,FORT DAUPHIN,T83,34.21,CANDIDATE_INPUT,0,TO_REVIEW,R81=0 | S81=6.95 | T81=18.79 | U81=159500 | V81=PERMANENT | R82=0 | S82=54.38 | T82=14.62 | U82=201300 | V82=PERMANENT | R83=0 | S83=61.11 | U83=179600 | V83=PERMANENT | R84=0 | S84=73.65 | T84=42.68 | U84=179000 | V84=PERMANENT | R85=0 | S85=55.79 | T85=67.23 | U85=234000 | V85=PERMANENT
,,,,FORT DAUPHIN,T84,42.68,CANDIDATE_INPUT,0,TO_REVIEW,R82=0 | S82=54.38 | T82=14.62 | U82=201300 | V82=PERMANENT | R83=0 | S83=61.11 | T83=34.21 | U83=179600 | V83=PERMANENT | R84=0 | S84=73.65 | U84=179000 | V84=PERMANENT | R85=0 | S85=55.79 | T85=67.23 | U85=234000 | V85=PERMANENT | R86=0 | S86=94.63 | T86=63.66 | U86=179000 | V86=PERMANENT
,,,,FORT DAUPHIN,T85,67.23,CANDIDATE_INPUT,0,TO_REVIEW,R83=0 | S83=61.11 | T83=34.21 | U83=179600 | V83=PERMANENT | R84=0 | S84=73.65 | T84=42.68 | U84=179000 | V84=PERMANENT | R85=0 | S85=55.79 | U85=234000 | V85=PERMANENT | R86=0 | S86=94.63 | T86=63.66 | U86=179000 | V86=PERMANENT | R87=0 | S87=42.8 | T87=82.28 | U87=177000 | V87=PERMANENT
,,,,FORT DAUPHIN,T86,63.66,CANDIDATE_INPUT,0,TO_REVIEW,R84=0 | S84=73.65 | T84=42.68 | U84=179000 | V84=PERMANENT | R85=0 | S85=55.79 | T85=67.23 | U85=234000 | V85=PERMANENT | R86=0 | S86=94.63 | U86=179000 | V86=PERMANENT | R87=0 | S87=42.8 | T87=82.28 | U87=177000 | V87=PERMANENT | R88=0 | S88=44.34 | T88=21.26 | U88=299600 | V88=PERMANENT
,,,,FORT DAUPHIN,T87,82.28,CANDIDATE_INPUT,0,TO_REVIEW,R85=0 | S85=55.79 | T85=67.23 | U85=234000 | V85=PERMANENT | R86=0 | S86=94.63 | T86=63.66 | U86=179000 | V86=PERMANENT | R87=0 | S87=42.8 | U87=177000 | V87=PERMANENT | R88=0 | S88=44.34 | T88=21.26 | U88=299600 | V88=PERMANENT | R89=0 | S89=98 | T89=98 | U89=565600 | V89=PERMANENT
,,,,FORT DAUPHIN,T88,21.26,CANDIDATE_INPUT,0,TO_REVIEW,R86=0 | S86=94.63 | T86=63.66 | U86=179000 | V86=PERMANENT | R87=0 | S87=42.8 | T87=82.28 | U87=177000 | V87=PERMANENT | R88=0 | S88=44.34 | U88=299600 | V88=PERMANENT | R89=0 | S89=98 | T89=98 | U89=565600 | V89=PERMANENT | R90=0 | S90=70.32 | T90=82.16 | U90=159500 | V90=PERMANENT
,,,,FORT DAUPHIN,T89,98,CANDIDATE_INPUT,0,TO_REVIEW,R87=0 | S87=42.8 | T87=82.28 | U87=177000 | V87=PERMANENT | R88=0 | S88=44.34 | T88=21.26 | U88=299600 | V88=PERMANENT | R89=0 | S89=98 | U89=565600 | V89=PERMANENT | R90=0 | S90=70.32 | T90=82.16 | U90=159500 | V90=PERMANENT | R91=0 | S91=89.25 | T91=35.09 | U91=297100 | V91=PERMANENT
,,,,FORT DAUPHIN,T9,0,CANDIDATE_INPUT,0,TO_REVIEW,R7=0 | S7=0 | T7=0 | U7=115000 | V7=JOURNALIER | R8=0 | S8=0 | T8=0 | U8=115000 | V8=JOURNALIER | R9=0 | S9=0 | U9=115000 | V9=JOURNALIER | R10=0 | S10=0 | T10=0 | U10=115000 | V10=JOURNALIER | R11=0 | S11=0 | T11=0 | U11=115000 | V11=JOURNALIER
,,,,FORT DAUPHIN,T90,82.16,CANDIDATE_INPUT,0,TO_REVIEW,R88=0 | S88=44.34 | T88=21.26 | U88=299600 | V88=PERMANENT | R89=0 | S89=98 | T89=98 | U89=565600 | V89=PERMANENT | R90=0 | S90=70.32 | U90=159500 | V90=PERMANENT | R91=0 | S91=89.25 | T91=35.09 | U91=297100 | V91=PERMANENT | R92=0 | S92=0 | T92=0 | U92=290000 | V92=JOURNALIER
,,,,FORT DAUPHIN,T91,35.09,CANDIDATE_INPUT,0,TO_REVIEW,R89=0 | S89=98 | T89=98 | U89=565600 | V89=PERMANENT | R90=0 | S90=70.32 | T90=82.16 | U90=159500 | V90=PERMANENT | R91=0 | S91=89.25 | U91=297100 | V91=PERMANENT | R92=0 | S92=0 | T92=0 | U92=290000 | V92=JOURNALIER | R93=0 | S93=15.48 | T93=8.78 | U93=154400 | V93=PERMANENT
,,,,FORT DAUPHIN,T92,0,CANDIDATE_INPUT,0,TO_REVIEW,R90=0 | S90=70.32 | T90=82.16 | U90=159500 | V90=PERMANENT | R91=0 | S91=89.25 | T91=35.09 | U91=297100 | V91=PERMANENT | R92=0 | S92=0 | U92=290000 | V92=JOURNALIER | R93=0 | S93=15.48 | T93=8.78 | U93=154400 | V93=PERMANENT | R94=0 | S94=42.75 | T94=63.6 | U94=168800 | V94=PERMANENT
,,,,FORT DAUPHIN,T93,8.78,CANDIDATE_INPUT,0,TO_REVIEW,R91=0 | S91=89.25 | T91=35.09 | U91=297100 | V91=PERMANENT | R92=0 | S92=0 | T92=0 | U92=290000 | V92=JOURNALIER | R93=0 | S93=15.48 | U93=154400 | V93=PERMANENT | R94=0 | S94=42.75 | T94=63.6 | U94=168800 | V94=PERMANENT | R95=0 | S95=73.04 | T95=69.03 | U95=167300 | V95=PERMANENT
,,,,FORT DAUPHIN,T94,63.6,CANDIDATE_INPUT,0,TO_REVIEW,R92=0 | S92=0 | T92=0 | U92=290000 | V92=JOURNALIER | R93=0 | S93=15.48 | T93=8.78 | U93=154400 | V93=PERMANENT | R94=0 | S94=42.75 | U94=168800 | V94=PERMANENT | R95=0 | S95=73.04 | T95=69.03 | U95=167300 | V95=PERMANENT | R96=0 | S96=89.75 | T96=83.05 | U96=154400 | V96=PERMANENT
,,,,FORT DAUPHIN,T95,69.03,CANDIDATE_INPUT,0,TO_REVIEW,R93=0 | S93=15.48 | T93=8.78 | U93=154400 | V93=PERMANENT | R94=0 | S94=42.75 | T94=63.6 | U94=168800 | V94=PERMANENT | R95=0 | S95=73.04 | U95=167300 | V95=PERMANENT | R96=0 | S96=89.75 | T96=83.05 | U96=154400 | V96=PERMANENT | R97=0 | S97=53.29 | T97=65.13 | U97=159500 | V97=PERMANENT
,,,,FORT DAUPHIN,T96,83.05,CANDIDATE_INPUT,0,TO_REVIEW,R94=0 | S94=42.75 | T94=63.6 | U94=168800 | V94=PERMANENT | R95=0 | S95=73.04 | T95=69.03 | U95=167300 | V95=PERMANENT | R96=0 | S96=89.75 | U96=154400 | V96=PERMANENT | R97=0 | S97=53.29 | T97=65.13 | U97=159500 | V97=PERMANENT | R98=0 | S98=25.86 | T98=4.14 | U98=341000 | V98=PERMANENT
,,,,FORT DAUPHIN,T97,65.13,CANDIDATE_INPUT,0,TO_REVIEW,R95=0 | S95=73.04 | T95=69.03 | U95=167300 | V95=PERMANENT | R96=0 | S96=89.75 | T96=83.05 | U96=154400 | V96=PERMANENT | R97=0 | S97=53.29 | U97=159500 | V97=PERMANENT | R98=0 | S98=25.86 | T98=4.14 | U98=341000 | V98=PERMANENT | R99=0 | S99=20.36 | T99=62.29 | U99=169600 | V99=PERMANENT
,,,,FORT DAUPHIN,T98,4.14,CANDIDATE_INPUT,0,TO_REVIEW,R96=0 | S96=89.75 | T96=83.05 | U96=154400 | V96=PERMANENT | R97=0 | S97=53.29 | T97=65.13 | U97=159500 | V97=PERMANENT | R98=0 | S98=25.86 | U98=341000 | V98=PERMANENT | R99=0 | S99=20.36 | T99=62.29 | U99=169600 | V99=PERMANENT | R100=0 | S100=66.95 | T100=60.25 | U100=154400 | V100=PERMANENT
,,,,FORT DAUPHIN,T99,62.29,CANDIDATE_INPUT,0,TO_REVIEW,R97=0 | S97=53.29 | T97=65.13 | U97=159500 | V97=PERMANENT | R98=0 | S98=25.86 | T98=4.14 | U98=341000 | V98=PERMANENT | R99=0 | S99=20.36 | U99=169600 | V99=PERMANENT | R100=0 | S100=66.95 | T100=60.25 | U100=154400 | V100=PERMANENT | R101=0 | S101=69.17 | T101=62.47 | U101=154400 | V101=PERMANENT
,,,,FORT DAUPHIN,U10,115000,CANDIDATE_INPUT,0,TO_REVIEW,S8=0 | T8=0 | U8=115000 | V8=JOURNALIER | W8=TRANOMARO | S9=0 | T9=0 | U9=115000 | V9=JOURNALIER | W9=TRANOMARO | S10=0 | T10=0 | V10=JOURNALIER | W10=TRANOMARO | S11=0 | T11=0 | U11=115000 | V11=JOURNALIER | W11=TRANOMARO | S12=0 | T12=0 | U12=115000 | V12=JOURNALIER | W12=TRANOMARO
,,,,FORT DAUPHIN,U100,154400,CANDIDATE_INPUT,0,TO_REVIEW,S98=25.86 | T98=4.14 | U98=341000 | V98=PERMANENT | W98=ATELIER MECA/BOIS | S99=20.36 | T99=62.29 | U99=169600 | V99=PERMANENT | W99=DECOUPAGE | S100=66.95 | T100=60.25 | V100=PERMANENT | W100=SECURITE | S101=69.17 | T101=62.47 | U101=154400 | V101=PERMANENT | W101=SECURITE | S102=36.41 | T102=29.71 | U102=154400 | V102=PERMANENT | W102=ATELIER MICA/SISAL
,,,,FORT DAUPHIN,U101,154400,CANDIDATE_INPUT,0,TO_REVIEW,S99=20.36 | T99=62.29 | U99=169600 | V99=PERMANENT | W99=DECOUPAGE | S100=66.95 | T100=60.25 | U100=154400 | V100=PERMANENT | W100=SECURITE | S101=69.17 | T101=62.47 | V101=PERMANENT | W101=SECURITE | S102=36.41 | T102=29.71 | U102=154400 | V102=PERMANENT | W102=ATELIER MICA/SISAL | S103=85.31 | T103=78.61 | U103=154400 | V103=PERMANENT | W103=ATELIER MECA/BOIS
,,,,FORT DAUPHIN,U102,154400,CANDIDATE_INPUT,0,TO_REVIEW,S100=66.95 | T100=60.25 | U100=154400 | V100=PERMANENT | W100=SECURITE | S101=69.17 | T101=62.47 | U101=154400 | V101=PERMANENT | W101=SECURITE | S102=36.41 | T102=29.71 | V102=PERMANENT | W102=ATELIER MICA/SISAL | S103=85.31 | T103=78.61 | U103=154400 | V103=PERMANENT | W103=ATELIER MECA/BOIS | S104=76.06 | T104=76.06 | U104=446000 | V104=PERMANENT | W104=CADRES
,,,,FORT DAUPHIN,U103,154400,CANDIDATE_INPUT,0,TO_REVIEW,S101=69.17 | T101=62.47 | U101=154400 | V101=PERMANENT | W101=SECURITE | S102=36.41 | T102=29.71 | U102=154400 | V102=PERMANENT | W102=ATELIER MICA/SISAL | S103=85.31 | T103=78.61 | V103=PERMANENT | W103=ATELIER MECA/BOIS | S104=76.06 | T104=76.06 | U104=446000 | V104=PERMANENT | W104=CADRES | S105=75.87 | T105=35.79 | U105=161200 | V105=PERMANENT | W105=TRANOMARO
,,,,FORT DAUPHIN,U104,446000,CANDIDATE_INPUT,0,TO_REVIEW,S102=36.41 | T102=29.71 | U102=154400 | V102=PERMANENT | W102=ATELIER MICA/SISAL | S103=85.31 | T103=78.61 | U103=154400 | V103=PERMANENT | W103=ATELIER MECA/BOIS | S104=76.06 | T104=76.06 | V104=PERMANENT | W104=CADRES | S105=75.87 | T105=35.79 | U105=161200 | V105=PERMANENT | W105=TRANOMARO | S106=52.87 | T106=15.45 | U106=303100 | V106=PERMANENT | W106=MAIN D'OEUVRE
,,,,FORT DAUPHIN,U105,161200,CANDIDATE_INPUT,0,TO_REVIEW,S103=85.31 | T103=78.61 | U103=154400 | V103=PERMANENT | W103=ATELIER MECA/BOIS | S104=76.06 | T104=76.06 | U104=446000 | V104=PERMANENT | W104=CADRES | S105=75.87 | T105=35.79 | V105=PERMANENT | W105=TRANOMARO | S106=52.87 | T106=15.45 | U106=303100 | V106=PERMANENT | W106=MAIN D'OEUVRE | S107=17.03 | T107=33.68 | U107=1800000 | V107=PERMANENT | W107=CADRES
,,,,FORT DAUPHIN,U106,303100,CANDIDATE_INPUT,0,TO_REVIEW,S104=76.06 | T104=76.06 | U104=446000 | V104=PERMANENT | W104=CADRES | S105=75.87 | T105=35.79 | U105=161200 | V105=PERMANENT | W105=TRANOMARO | S106=52.87 | T106=15.45 | V106=PERMANENT | W106=MAIN D'OEUVRE | S107=17.03 | T107=33.68 | U107=1800000 | V107=PERMANENT | W107=CADRES | S108=15.33 | T108=15.33 | U108=287600 | V108=PERMANENT | W108=SOMIDA AMBOASARY
,,,,FORT DAUPHIN,U107,1800000,CANDIDATE_INPUT,0,TO_REVIEW,S105=75.87 | T105=35.79 | U105=161200 | V105=PERMANENT | W105=TRANOMARO | S106=52.87 | T106=15.45 | U106=303100 | V106=PERMANENT | W106=MAIN D'OEUVRE | S107=17.03 | T107=33.68 | V107=PERMANENT | W107=CADRES | S108=15.33 | T108=15.33 | U108=287600 | V108=PERMANENT | W108=SOMIDA AMBOASARY | S109=40.07 | T109=30.56 | U109=241600 | V109=PERMANENT | W109=SOMIDA AMBOASARY
,,,,FORT DAUPHIN,U108,287600,CANDIDATE_INPUT,0,TO_REVIEW,S106=52.87 | T106=15.45 | U106=303100 | V106=PERMANENT | W106=MAIN D'OEUVRE | S107=17.03 | T107=33.68 | U107=1800000 | V107=PERMANENT | W107=CADRES | S108=15.33 | T108=15.33 | V108=PERMANENT | W108=SOMIDA AMBOASARY | S109=40.07 | T109=30.56 | U109=241600 | V109=PERMANENT | W109=SOMIDA AMBOASARY | S110=69.38 | T110=81.92 | U110=150400 | V110=PERMANENT | W110=TRANOMARO
,,,,FORT DAUPHIN,U109,241600,CANDIDATE_INPUT,0,TO_REVIEW,S107=17.03 | T107=33.68 | U107=1800000 | V107=PERMANENT | W107=CADRES | S108=15.33 | T108=15.33 | U108=287600 | V108=PERMANENT | W108=SOMIDA AMBOASARY | S109=40.07 | T109=30.56 | V109=PERMANENT | W109=SOMIDA AMBOASARY | S110=69.38 | T110=81.92 | U110=150400 | V110=PERMANENT | W110=TRANOMARO | S111=9.05 | T111=39.03 | U111=239100 | V111=PERMANENT | W111=CADRES
,,,,FORT DAUPHIN,U11,115000,CANDIDATE_INPUT,0,TO_REVIEW,S9=0 | T9=0 | U9=115000 | V9=JOURNALIER | W9=TRANOMARO | S10=0 | T10=0 | U10=115000 | V10=JOURNALIER | W10=TRANOMARO | S11=0 | T11=0 | V11=JOURNALIER | W11=TRANOMARO | S12=0 | T12=0 | U12=115000 | V12=JOURNALIER | W12=TRANOMARO | S13=0 | T13=0 | U13=115000 | V13=JOURNALIER | W13=TRANOMARO
,,,,FORT DAUPHIN,U110,150400,CANDIDATE_INPUT,0,TO_REVIEW,S108=15.33 | T108=15.33 | U108=287600 | V108=PERMANENT | W108=SOMIDA AMBOASARY | S109=40.07 | T109=30.56 | U109=241600 | V109=PERMANENT | W109=SOMIDA AMBOASARY | S110=69.38 | T110=81.92 | V110=PERMANENT | W110=TRANOMARO | S111=9.05 | T111=39.03 | U111=239100 | V111=PERMANENT | W111=CADRES | S112=25.11 | T112=57.17 | U112=354600 | V112=PERMANENT | W112=ATELIER MICA/SISAL
,,,,FORT DAUPHIN,U111,239100,CANDIDATE_INPUT,0,TO_REVIEW,S109=40.07 | T109=30.56 | U109=241600 | V109=PERMANENT | W109=SOMIDA AMBOASARY | S110=69.38 | T110=81.92 | U110=150400 | V110=PERMANENT | W110=TRANOMARO | S111=9.05 | T111=39.03 | V111=PERMANENT | W111=CADRES | S112=25.11 | T112=57.17 | U112=354600 | V112=PERMANENT | W112=ATELIER MICA/SISAL | S113=85.14 | T113=53.02 | U113=156700 | V113=PERMANENT | W113=ATELIER MICA/SISAL
,,,,FORT DAUPHIN,U112,354600,CANDIDATE_INPUT,0,TO_REVIEW,S110=69.38 | T110=81.92 | U110=150400 | V110=PERMANENT | W110=TRANOMARO | S111=9.05 | T111=39.03 | U111=239100 | V111=PERMANENT | W111=CADRES | S112=25.11 | T112=57.17 | V112=PERMANENT | W112=ATELIER MICA/SISAL | S113=85.14 | T113=53.02 | U113=156700 | V113=PERMANENT | W113=ATELIER MICA/SISAL | S114=58.74 | T114=71.28 | U114=150400 | V114=PERMANENT | W114=TRANOMARO
,,,,FORT DAUPHIN,U113,156700,CANDIDATE_INPUT,0,TO_REVIEW,S111=9.05 | T111=39.03 | U111=239100 | V111=PERMANENT | W111=CADRES | S112=25.11 | T112=57.17 | U112=354600 | V112=PERMANENT | W112=ATELIER MICA/SISAL | S113=85.14 | T113=53.02 | V113=PERMANENT | W113=ATELIER MICA/SISAL | S114=58.74 | T114=71.28 | U114=150400 | V114=PERMANENT | W114=TRANOMARO | S115=15.33 | T115=27.87 | U115=150400 | V115=PERMANENT | W115=VILLA B.A
,,,,FORT DAUPHIN,U114,150400,CANDIDATE_INPUT,0,TO_REVIEW,S112=25.11 | T112=57.17 | U112=354600 | V112=PERMANENT | W112=ATELIER MICA/SISAL | S113=85.14 | T113=53.02 | U113=156700 | V113=PERMANENT | W113=ATELIER MICA/SISAL | S114=58.74 | T114=71.28 | V114=PERMANENT | W114=TRANOMARO | S115=15.33 | T115=27.87 | U115=150400 | V115=PERMANENT | W115=VILLA B.A | S116=35.8 | T116=48.34 | U116=150400 | V116=PERMANENT | W116=ATELIER MICA/SISAL
,,,,FORT DAUPHIN,U115,150400,CANDIDATE_INPUT,0,TO_REVIEW,S113=85.14 | T113=53.02 | U113=156700 | V113=PERMANENT | W113=ATELIER MICA/SISAL | S114=58.74 | T114=71.28 | U114=150400 | V114=PERMANENT | W114=TRANOMARO | S115=15.33 | T115=27.87 | V115=PERMANENT | W115=VILLA B.A | S116=35.8 | T116=48.34 | U116=150400 | V116=PERMANENT | W116=ATELIER MICA/SISAL | S117=17.16 | T117=35.88 | U117=152100 | V117=PERMANENT | W117=TRANOMARO
,,,,FORT DAUPHIN,U116,150400,CANDIDATE_INPUT,0,TO_REVIEW,S114=58.74 | T114=71.28 | U114=150400 | V114=PERMANENT | W114=TRANOMARO | S115=15.33 | T115=27.87 | U115=150400 | V115=PERMANENT | W115=VILLA B.A | S116=35.8 | T116=48.34 | V116=PERMANENT | W116=ATELIER MICA/SISAL | S117=17.16 | T117=35.88 | U117=152100 | V117=PERMANENT | W117=TRANOMARO | S118=17.16 | T118=35.88 | U118=152100 | V118=PERMANENT | W118=TRANOMARO
,,,,FORT DAUPHIN,U117,152100,CANDIDATE_INPUT,0,TO_REVIEW,S115=15.33 | T115=27.87 | U115=150400 | V115=PERMANENT | W115=VILLA B.A | S116=35.8 | T116=48.34 | U116=150400 | V116=PERMANENT | W116=ATELIER MICA/SISAL | S117=17.16 | T117=35.88 | V117=PERMANENT | W117=TRANOMARO | S118=17.16 | T118=35.88 | U118=152100 | V118=PERMANENT | W118=TRANOMARO | S119=31.04 | T119=49.76 | U119=152100 | V119=PERMANENT | W119=ATELIER MICA/SISAL
,,,,FORT DAUPHIN,U118,152100,CANDIDATE_INPUT,0,TO_REVIEW,S116=35.8 | T116=48.34 | U116=150400 | V116=PERMANENT | W116=ATELIER MICA/SISAL | S117=17.16 | T117=35.88 | U117=152100 | V117=PERMANENT | W117=TRANOMARO | S118=17.16 | T118=35.88 | V118=PERMANENT | W118=TRANOMARO | S119=31.04 | T119=49.76 | U119=152100 | V119=PERMANENT | W119=ATELIER MICA/SISAL | S120=33.98 | T120=46.52 | U120=150400 | V120=PERMANENT | W120=ATELIER MICA/SISAL
